"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,455.25,0.467302931927029,48
"2",1,2,444,0.485662654007074,78
"3",1,3,544.088888888889,0.445710465271835,45
"4",1,4,626.59649122807,0.460561333873832,57
"5",1,5,605.441860465116,0.472630034726972,43
"6",1,6,726.530612244898,0.498602070959451,49
"7",1,7,593.560606060606,0.483804876228948,66
"8",1,8,654.346153846154,0.491859808824866,26
"9",1,9,661,0.488438024021771,40
"10",1,10,659.973684210526,0.494161037183592,38
"11",2,1,723.181818181818,0.494076479602658,44
"12",2,2,726.477611940299,0.485216141454069,67
"13",2,3,496.105769230769,0.459824911514769,104
"14",2,4,500.764705882353,0.462604861612372,34
"15",2,5,582.388059701493,0.471145726254303,67
"16",2,6,998.6875,0.480739080967318,80
"17",2,7,746.9,0.465409673637327,10
"18",2,8,519.843373493976,0.451270175005531,83
"19",2,9,614.473684210526,0.462766698946546,38
"20",2,10,738.34,0.503370439280844,50
"21",2,11,793.647058823529,0.491923036998039,51
"22",2,12,858.7,0.474988937399694,30
"23",2,13,522.205128205128,0.477351369394862,39
"24",2,14,814.09375,0.448604592847824,32
"25",2,15,761.269230769231,0.494377656489473,26
"26",2,16,479.045454545455,0.465696530862041,66
"27",2,17,734.208333333333,0.467170069149409,24
"28",2,18,714.85,0.492994907914417,40
"29",3,1,1313.92941176471,0.494707733848822,85
"30",3,2,969.962264150943,0.474278253437283,53
"31",3,3,1167.78666666667,0.486265847304037,75
"32",3,4,1380.55102040816,0.523144400750472,98
"33",3,5,1146.725,0.51035507336221,160
"34",3,6,1406.98952879581,0.502829778903899,191
"35",3,7,700.70652173913,0.485537800376391,92
"36",3,8,449.27485380117,0.429546340939534,171
"37",3,9,509.037735849057,0.449311677825242,53
"38",3,10,701.84,0.471735375507311,50
"39",4,1,621.608108108108,0.487801991239962,74
"40",4,2,795.05,0.480395371317181,20
"41",4,3,690.1875,0.479507722970768,16
"42",4,4,752.619047619048,0.514718172841359,21
"43",4,5,676.025,0.487347581706153,40
"44",4,6,922.882352941176,0.524738180235943,34
"45",4,7,916.279069767442,0.49871415212595,43
"46",4,8,740.318181818182,0.484791096089559,44
"47",4,9,861.636363636364,0.480107153020973,22
"48",4,10,872.85,0.481451987185727,20
"49",4,11,796.5,0.487123415169237,24
"50",4,12,697.735849056604,0.485465043390148,53
"51",4,13,826.818181818182,0.481355601619248,22
"52",4,14,553.9,0.49291337349645,50
"53",5,1,683.328571428571,0.474291177733119,70
"54",5,2,822.46875,0.499501717832985,32
"55",5,3,917.115384615385,0.495964389622239,26
