"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,437.443661971831,0.469347481614826,142
"2",1,2,541.907407407407,0.489763630927018,108
"3",1,3,609.556451612903,0.458888882802634,124
"4",1,4,611.44262295082,0.484286892367009,122
"5",1,5,632.5390625,0.469406207561652,128
"6",1,6,748.94,0.493557125771306,100
"7",1,7,623.459259259259,0.468371363333055,135
"8",1,8,675.694444444444,0.49378163472033,36
"9",1,9,625.775,0.493803445655299,80
"10",1,10,706.597701149425,0.491344095719151,87
"11",2,1,609.079136690647,0.480536692088586,139
"12",2,2,709.529411764706,0.487661683522222,85
"13",2,3,512.255813953488,0.478086936658966,43
"14",2,4,570.71,0.44697993008608,100
"15",2,5,637.113636363636,0.478855973931557,88
"16",2,6,680.054054054054,0.472730244906662,74
"17",2,7,706.148760330579,0.464441661064678,121
"18",2,8,647.945054945055,0.450696100838625,91
"19",2,9,672.185714285714,0.456971115105956,140
"20",2,10,765.742857142857,0.484655034805133,70
"21",2,11,761.547169811321,0.466183306865023,106
"22",2,12,795.768292682927,0.480538184812179,82
"23",2,13,616.764705882353,0.473676174176628,102
"24",2,14,724.310559006211,0.472997259152054,161
"25",2,15,724.525862068965,0.480485796734854,116
"26",2,16,548.6,0.464406978147802,85
"27",2,17,698.886956521739,0.455567663173206,115
"28",2,18,813.938271604938,0.482946116080866,81
"29",3,1,1386.1935483871,0.504285750434674,124
"30",3,2,511.483443708609,0.48357104031314,151
"31",3,3,1174.25786163522,0.508621794386314,159
"32",3,4,1385.6821192053,0.515133962966032,151
"33",3,5,915.806282722513,0.511614278265932,191
"34",3,6,1547.88,0.506483906237417,175
"35",3,7,681.264150943396,0.470937051623549,106
"36",3,8,471.307692307692,0.424020100572575,78
"37",3,9,487.873949579832,0.472084356883306,119
"38",3,10,627.645614035088,0.456902220986348,285
"39",4,1,720.327777777778,0.474590367140383,180
"40",4,2,782.745283018868,0.470658762454154,106
"41",4,3,854.24183006536,0.46825716739073,153
"42",4,4,769.430555555556,0.479534387960986,144
"43",4,5,721.311320754717,0.483235707444434,106
"44",4,6,866.953846153846,0.5072659108636,130
"45",4,7,866.823129251701,0.490583558586844,147
"46",4,8,802.475806451613,0.489184051041618,124
"47",4,9,790,0.488071901997654,78
"48",4,10,801.307692307692,0.486656681079896,26
"49",4,11,936.675675675676,0.481007932943562,37
"50",4,12,700.984615384615,0.489648989012762,65
"51",4,13,871.647058823529,0.482077561046702,51
"52",4,14,584.4,0.497082874323631,45
"53",5,1,712.540983606557,0.478541148376859,61
"54",5,2,787.384615384615,0.496458078104976,26
"55",5,3,746.5625,0.489068956513077,16
