"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,902.065934065934,0.57420263687835,91
"2",1,2,1108.02941176471,0.567747609609957,102
"3",1,3,1211.28037383178,0.554860246791034,107
"4",1,4,1368.04132231405,0.532520653376738,121
"5",1,5,1243.0404040404,0.541939545250718,99
"6",1,6,1347.78947368421,0.560538809150798,57
"7",1,7,1096.60227272727,0.583554414989502,88
"8",1,8,1210.95454545455,0.596012433897723,22
"9",1,9,1299.87037037037,0.571833986553752,54
"10",1,10,1460.51666666667,0.565689848272127,60
"11",2,1,1511.09090909091,0.594259239241744,66
"12",2,2,1688,0.601709997497827,39
"13",2,3,1393.1320754717,0.577645750928629,53
"14",2,4,1286.05063291139,0.569922540553482,79
"15",2,5,1284.13829787234,0.589569856738384,94
"16",2,6,1941.84848484848,0.586773405731225,33
"17",2,7,1387.61194029851,0.575317835486879,67
"18",2,8,1311.97872340426,0.569294031063622,47
"19",2,9,1386.58024691358,0.567752410762416,81
"20",2,10,1482.89855072464,0.561723509729317,69
"21",2,11,1370.09285714286,0.57988710503864,140
"22",2,12,1280.65277777778,0.583592876451024,72
"23",2,13,1327.02247191011,0.617070658097948,89
"24",2,14,1491.20388349515,0.573741912537712,103
"25",2,15,1380.30630630631,0.574329780925511,111
"26",2,16,1185.09615384615,0.571080639026764,52
"27",2,17,1373.4,0.558223199992591,90
"28",2,18,1322.24137931034,0.571440355056527,58
"29",3,1,3336.31428571429,0.610106862257834,70
"30",3,2,1452.25531914894,0.586077313758424,141
"31",3,3,2749.41095890411,0.609312668405721,73
"32",3,4,2708.36507936508,0.634568160241023,63
"33",3,5,2717.77647058824,0.615736406050644,85
"34",3,6,2479.53424657534,0.613767360748182,73
"35",3,7,1203.77142857143,0.55517200926736,105
"36",3,8,1254.83606557377,0.567489339937058,61
"37",3,9,923.845070422535,0.610889726787589,71
"38",3,10,1111.24242424242,0.557758975951043,231
"39",4,1,1514.52212389381,0.578629457632052,113
"40",4,2,1643.94680851064,0.574584456254222,94
"41",4,3,1680.68333333333,0.587906158632009,120
"42",4,4,1588.55963302752,0.580236793930148,109
"43",4,5,1537.48,0.580505106805065,100
"44",4,6,1774.32203389831,0.605942315317465,59
"45",4,7,1589.86861313869,0.587818850930812,137
"46",4,8,1593.05194805195,0.595492032213814,77
"47",4,9,1540.828125,0.58451177498828,64
"48",4,10,1408.72,0.591324711875747,25
"49",4,11,1796.24,0.573691464293057,25
"50",4,12,1506.18292682927,0.57037708696588,82
"51",4,13,1694,0.571829802755702,36
"52",4,14,1321.375,0.586019450926355,48
"53",5,1,1245.65789473684,0.574468410555266,38
"54",5,2,1313.125,0.58193561679995,24
"55",5,3,1088.11111111111,0.589175015305285,9
