"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,905.095238095238,0.490255315880175,42
"2",1,2,915.745762711864,0.467639732968346,59
"3",1,3,967.957446808511,0.462476415603326,47
"4",1,4,944.722222222222,0.454664321714766,36
"5",1,5,1103.85185185185,0.456021965278849,27
"6",1,6,1040.70967741935,0.500644287024962,31
"7",1,7,955.622950819672,0.486073353159229,61
"8",1,8,1182.38235294118,0.485906846768914,34
"9",1,9,1097.55813953488,0.480214914581625,43
"10",1,10,1143.13636363636,0.470782000852235,44
"11",2,1,1601.78651685393,0.49123115550068,89
"12",2,2,1514.91358024691,0.516442051998523,81
"13",2,3,1027.66666666667,0.474085426077058,90
"14",2,4,1370.16279069767,0.482665084283607,43
"15",2,5,985.703703703704,0.50292004785752,54
"16",2,6,1832.96721311475,0.489141248665689,61
"17",2,7,1441.86666666667,0.476926943026689,30
"18",2,8,1124.89189189189,0.490841756434344,74
"19",2,9,1209.86363636364,0.481869296690615,44
"20",2,10,1180.35135135135,0.495154912813986,37
"21",2,11,1304.41666666667,0.514483023316415,24
"22",2,12,1424.63636363636,0.49700856161932,22
"23",2,13,1023.7,0.50667459860734,30
"24",2,14,1288.40384615385,0.479009285680163,52
"25",2,15,1043.7619047619,0.491087897764961,21
"26",2,16,821.893333333333,0.479541908015553,75
"27",2,17,1052.85185185185,0.46560431247697,27
"28",2,18,978.975609756098,0.484491278438207,41
"29",3,1,2638.03472222222,0.523094578308348,144
"30",3,2,1739.35,0.49451022234087,120
"31",3,3,2179.87591240876,0.532104301563871,137
"32",3,4,2363.12422360248,0.545479618551334,161
"33",3,5,2464.5375,0.52640067760513,160
"34",3,6,2436.78536585366,0.514886446678787,205
"35",3,7,1316.65432098765,0.483710460401466,81
"36",3,8,828.114457831325,0.469955926167948,166
"37",3,9,967.512195121951,0.510436483457318,82
"38",3,10,1375.78947368421,0.472798762310995,76
"39",4,1,1394.98717948718,0.506057848231235,78
"40",4,2,1348.44444444444,0.499473862158529,27
"41",4,3,1061.5,0.512324664611271,12
"42",4,4,1223.4,0.497776433248264,5
"43",4,5,1132.60714285714,0.486126540457103,28
"44",4,6,1448.8275862069,0.515861563893511,29
"45",4,7,1343.10714285714,0.51910570956667,28
"46",4,8,1266.83783783784,0.513848574171498,37
"47",4,9,1233.1875,0.515366223707094,16
"48",4,10,1305.7619047619,0.48498069093319,21
"49",4,11,1380.9,0.504971956879375,20
"50",4,12,1186.0303030303,0.479854047697638,33
"51",4,13,1223.51612903226,0.486542005663625,31
"52",4,14,985.25641025641,0.507644782318364,39
"53",5,1,1207.51923076923,0.505975754059416,52
"54",5,2,1223.41025641026,0.501507904614403,39
"55",5,3,1155.38095238095,0.492154891456689,42
