"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,963.815789473684,0.482957188008386,38
"2",1,2,1045.02380952381,0.48224667388046,42
"3",1,3,1097.34615384615,0.441831138747969,26
"4",1,4,1190,0.455096040207781,23
"5",1,5,1292.98039215686,0.463060353119687,51
"6",1,6,1198.76470588235,0.491503832576667,17
"7",1,7,1189.61764705882,0.485927446958513,34
"8",1,8,1367.8,0.503308406590531,20
"9",1,9,1212.03703703704,0.489835520907424,27
"10",1,10,1279.82608695652,0.490653512101274,23
"11",2,1,1430.15,0.495247817890847,40
"12",2,2,1799.22727272727,0.501385876519007,22
"13",2,3,1179.85714285714,0.488211037520814,35
"14",2,4,1340.06666666667,0.474573558129254,30
"15",2,5,1303.52941176471,0.507438860739736,17
"16",2,6,1968.65,0.509812036892832,20
"17",2,7,1470.2,0.482529181789846,10
"18",2,8,1237.62068965517,0.47815688002552,29
"19",2,9,1619.11111111111,0.48521659336333,18
"20",2,10,1356.78378378378,0.493405546612065,37
"21",2,11,1273.68181818182,0.496411237274706,22
"22",2,12,1558.67647058824,0.510863570495446,34
"23",2,13,890.611111111111,0.512924466579124,18
"24",2,14,1559,0.496996960350317,29
"25",2,15,1427.88235294118,0.489682747749103,17
"26",2,16,1155,0.483025377691988,19
"27",2,17,1232.71428571429,0.468740329317004,14
"28",2,18,1065.6,0.51204065356759,25
"29",3,1,3345.26315789474,0.551242093416358,38
"30",3,2,1855.80434782609,0.481871014593778,46
"31",3,3,2305.04347826087,0.547814251707848,46
"32",3,4,2549.11538461538,0.566321873343947,52
"33",3,5,2690.01694915254,0.53379307148324,59
"34",3,6,2671.71698113208,0.526883746168525,53
"35",3,7,1203.88888888889,0.479978741448322,45
"36",3,8,1166.42424242424,0.479802151941424,33
"37",3,9,979.163265306122,0.514155268982259,49
"38",3,10,1336.85714285714,0.466617436044776,56
"39",4,1,1487.15384615385,0.506574005166955,65
"40",4,2,1616.1875,0.492760491872015,16
"41",4,3,1474.92857142857,0.496505599074125,14
"42",4,4,1302.11111111111,0.492283567309615,9
"43",4,5,1313.97222222222,0.486113683182869,36
"44",4,6,1593.47368421053,0.517554232628262,19
"45",4,7,1817.45454545455,0.512645371154399,22
"46",4,8,1423.36842105263,0.507058345076472,19
"47",4,9,1431.0625,0.504530180689027,16
"48",4,10,1241.81818181818,0.480096630881255,11
"49",4,11,1591.85714285714,0.516144134806587,7
"50",4,12,1410.5625,0.486053777342074,16
"51",4,13,1263.09090909091,0.489365589664479,11
"52",4,14,1264.11111111111,0.491412506747515,27
"53",5,1,1223.85714285714,0.488908300965557,28
"54",5,2,1274.55555555556,0.50143053617233,9
"55",5,3,1280,0.506935574038775,11
