"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,442.512195121951,0.469431154773646,41
"2",1,2,561.666666666667,0.463516391881408,81
"3",1,3,639.142857142857,0.440418029860305,56
"4",1,4,652.181818181818,0.467811892326419,44
"5",1,5,741.806451612903,0.44619621359799,31
"6",1,6,884.181818181818,0.498599844673822,33
"7",1,7,583.967213114754,0.492939968945529,61
"8",1,8,764.208333333333,0.49101244548261,24
"9",1,9,748.307692307692,0.493052407668657,26
"10",1,10,785.181818181818,0.46699999833793,33
"11",2,1,918.46,0.495479563628878,50
"12",2,2,958.25641025641,0.470221127046239,78
"13",2,3,591.020408163265,0.460657214864362,98
"14",2,4,716.872340425532,0.432051803534639,47
"15",2,5,602.3125,0.489026354693396,64
"16",2,6,1176.90666666667,0.481351981930431,75
"17",2,7,955.962962962963,0.469265077505897,27
"18",2,8,694.21686746988,0.445670295025693,83
"19",2,9,785.545454545455,0.460632376878701,44
"20",2,10,994.704545454545,0.489543932994579,44
"21",2,11,858.1,0.473551531744352,40
"22",2,12,921.212121212121,0.490114340667691,33
"23",2,13,501.565217391304,0.515042789604613,23
"24",2,14,816.682926829268,0.455126617266452,41
"25",2,15,863.757575757576,0.491112238349141,33
"26",2,16,504.090909090909,0.466635067311406,77
"27",2,17,759.685714285714,0.454608371355406,35
"28",2,18,748.633333333333,0.482667900993433,30
"29",3,1,1698.75423728814,0.506105333763471,118
"30",3,2,1231.4347826087,0.478144768034747,69
"31",3,3,1554.84920634921,0.501869512532141,126
"32",3,4,1523.632,0.518162508206225,125
"33",3,5,1549.28901734104,0.51274031068707,173
"34",3,6,1647.85279187817,0.500495769728634,197
"35",3,7,825.103773584906,0.47135175814522,106
"36",3,8,513.634285714286,0.442904632323088,175
"37",3,9,588.947368421053,0.485738886874789,76
"38",3,10,700.2375,0.46304251370997,80
"39",4,1,784.972972972973,0.487846987019047,74
"40",4,2,728.578947368421,0.469820199251518,19
"41",4,3,992.933333333333,0.494754508146404,15
"42",4,4,789.666666666667,0.491567453855669,18
"43",4,5,809.511627906977,0.489085400102889,43
"44",4,6,1072.21875,0.49818982959595,32
"45",4,7,964.088235294118,0.491409962287684,34
"46",4,8,720.314285714286,0.480560715419096,35
"47",4,9,925.481481481482,0.474665857055751,27
"48",4,10,974.05,0.482085924554763,20
"49",4,11,1045.77272727273,0.469502954248313,22
"50",4,12,695.5,0.491747742518607,54
"51",4,13,964.380952380952,0.487195334673522,21
"52",4,14,732.490909090909,0.500778207308529,55
"53",5,1,890.431818181818,0.480170077795319,44
"54",5,2,881.394736842105,0.49915821747321,38
"55",5,3,882.560975609756,0.493239240764995,41
