"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,948.951724137931,0.490335791155621,145
"2",1,2,932.630872483221,0.481959769555481,149
"3",1,3,1026.70175438596,0.469667619754478,171
"4",1,4,1116.63636363636,0.466979195685113,143
"5",1,5,1083.98591549296,0.454670162483207,142
"6",1,6,1179.97368421053,0.480937474586901,76
"7",1,7,979.335664335664,0.470940739873734,143
"8",1,8,1214.62222222222,0.503245005505795,45
"9",1,9,1129.57471264368,0.496922764319263,87
"10",1,10,1244.06930693069,0.473773943932719,101
"11",2,1,1297.88764044944,0.494666792364205,89
"12",2,2,1358.58333333333,0.499039300474513,72
"13",2,3,965.292682926829,0.474128907348192,82
"14",2,4,1085.00900900901,0.478093478244934,111
"15",2,5,1146.34453781513,0.507728116681085,119
"16",2,6,1792.05882352941,0.487553890121714,68
"17",2,7,1213.71698113208,0.483306733681308,106
"18",2,8,1104.36734693878,0.473733866705031,98
"19",2,9,1113.57798165138,0.475883494888133,109
"20",2,10,1192.38095238095,0.489059243988161,84
"21",2,11,1140.66272189349,0.485704388520059,169
"22",2,12,1176.19811320755,0.488475753276854,106
"23",2,13,1135.9842519685,0.507526033998388,127
"24",2,14,1212.4,0.477726470691306,135
"25",2,15,1167.712,0.499835793897168,125
"26",2,16,1004.74736842105,0.487676624368306,95
"27",2,17,1145.17073170732,0.473969961582021,123
"28",2,18,1198.71428571429,0.500706881437224,112
"29",3,1,2380.55833333333,0.524704319500248,120
"30",3,2,1123.13186813187,0.497643216879342,182
"31",3,3,2271.22155688623,0.525789031022786,167
"32",3,4,2286.57575757576,0.541125474517835,99
"33",3,5,2305.53521126761,0.527759223559198,142
"34",3,6,2308.64754098361,0.520108945043505,122
"35",3,7,891.938650306749,0.480935238933846,163
"36",3,8,1016.525,0.483431034688904,120
"37",3,9,988.135135135135,0.513765322951261,111
"38",3,10,954.345514950166,0.457878636115008,301
"39",4,1,1234.1,0.489935958720442,180
"40",4,2,1452.04545454545,0.498112775380602,132
"41",4,3,1368.90963855422,0.488647815607868,166
"42",4,4,1309.85815602837,0.494978602312605,141
"43",4,5,1224.72173913043,0.490284238245458,115
"44",4,6,1388.65979381443,0.518607918664636,97
"45",4,7,1361.79081632653,0.508745910267631,196
"46",4,8,1245.01204819277,0.505783060480815,83
"47",4,9,1284.98701298701,0.502502466091146,77
"48",4,10,1269.125,0.485649060628349,32
"49",4,11,1433.08108108108,0.494914340919505,37
"50",4,12,1296.84536082474,0.485666917608195,97
"51",4,13,1459.2,0.495021324393728,50
"52",4,14,1091.89285714286,0.508247682840789,56
"53",5,1,1131.96226415094,0.512088220028969,53
"54",5,2,1135.36363636364,0.511055390919852,22
"55",5,3,994.571428571429,0.498449913328859,14
