"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,827.6,0.509298845541979,35
"2",1,2,857.135135135135,0.481310416787819,74
"3",1,3,915.634146341463,0.449827141395825,41
"4",1,4,913.707317073171,0.488699529235474,41
"5",1,5,950.766666666667,0.448700387788215,30
"6",1,6,1467.65217391304,0.512511649669372,46
"7",1,7,1028.72222222222,0.491266746199215,54
"8",1,8,1167.16666666667,0.49592506176347,24
"9",1,9,1066.42307692308,0.49452301757889,26
"10",1,10,1108.21621621622,0.465466141595059,37
"11",2,1,1536.18032786885,0.491718999287203,61
"12",2,2,1341.5,0.489057186281609,60
"13",2,3,903.949367088608,0.481296849294063,79
"14",2,4,1010.35087719298,0.476668580352706,57
"15",2,5,771.185185185185,0.52077017149343,81
"16",2,6,1512.90666666667,0.488647253259701,75
"17",2,7,1234.14285714286,0.498468633245087,21
"18",2,8,1072.89230769231,0.468177596489854,65
"19",2,9,1092.13513513514,0.463579774751618,37
"20",2,10,1135.15384615385,0.498112484509103,52
"21",2,11,1028.23076923077,0.502234159823527,26
"22",2,12,1228.91666666667,0.494800758554762,24
"23",2,13,784,0.535404829148637,34
"24",2,14,1048.875,0.453957821333594,24
"25",2,15,822.333333333333,0.518214600090426,15
"26",2,16,788.746478873239,0.48918660249822,71
"27",2,17,1190.31578947368,0.4571669744462,19
"28",2,18,996.966666666667,0.507304452116706,30
"29",3,1,2671.57142857143,0.528073703631678,112
"30",3,2,2037.54838709677,0.506123999618248,62
"31",3,3,2173.09166666667,0.525347944689773,120
"32",3,4,1852.87179487179,0.529491755021318,78
"33",3,5,1643.26446280992,0.532843965241226,121
"34",3,6,2430.17567567568,0.505250322257327,148
"35",3,7,915.747663551402,0.497940674623611,107
"36",3,8,753.911917098446,0.482090781088763,193
"37",3,9,798.765432098765,0.513118915020267,81
"38",3,10,1043.91304347826,0.474355706499725,46
"39",4,1,1237.375,0.502696295006356,80
"40",4,2,1560.31034482759,0.504711462953659,29
"41",4,3,767.833333333333,0.458539380224344,6
"42",4,4,996,0.531213031522529,9
"43",4,5,1201.1875,0.504624287555938,32
"44",4,6,1392,0.530111818468534,27
"45",4,7,1297.3,0.516549076922579,30
"46",4,8,1194.17142857143,0.495289550462303,35
"47",4,9,1166.61290322581,0.483289381850808,31
"48",4,10,1148.76923076923,0.498648357166292,13
"49",4,11,1237.54545454545,0.509756743723879,11
"50",4,12,977.780821917808,0.494133922404254,73
"51",4,13,1058.86206896552,0.485963547779913,29
"52",4,14,1025.30952380952,0.512214837077327,42
"53",5,1,1164.01538461538,0.491889229430922,65
"54",5,2,1086.08333333333,0.49192812149514,48
"55",5,3,1089.94545454545,0.495521267279835,55
