"","Borough","Sub_Borough","averageRent","averageIndex","population"
"1",1,1,511.301886792453,0.477040282334112,53
"2",1,2,645.175675675676,0.457118394504157,74
"3",1,3,882.745454545455,0.436430858611682,55
"4",1,4,739.792452830189,0.468286559006385,53
"5",1,5,924.138888888889,0.451853559323704,36
"6",1,6,1037.27586206897,0.504012217363962,29
"7",1,7,711.857142857143,0.494226065454936,77
"8",1,8,975.5,0.519600286391947,22
"9",1,9,857.210526315789,0.488536392476395,38
"10",1,10,717.212121212121,0.470699763028627,33
"11",2,1,1296.75675675676,0.487106674578404,37
"12",2,2,1066.57352941176,0.468325105364433,68
"13",2,3,612.74025974026,0.471984338005438,77
"14",2,4,766.869565217391,0.465227749796679,46
"15",2,5,747.101694915254,0.490542835598698,59
"16",2,6,1422.85714285714,0.488371717408859,70
"17",2,7,1191,0.47652816341267,21
"18",2,8,843.413043478261,0.447267905301544,92
"19",2,9,818.444444444444,0.451834826938775,36
"20",2,10,1135.22857142857,0.494107056969584,35
"21",2,11,914.8,0.485470482367323,25
"22",2,12,866.933333333333,0.484137250034105,15
"23",2,13,683.066666666667,0.49948906179635,30
"24",2,14,953.272727272727,0.46679166106225,33
"25",2,15,963.727272727273,0.505491826609577,22
"26",2,16,581.202898550725,0.493654810979678,69
"27",2,17,805.75,0.456096896561667,24
"28",2,18,669.238095238095,0.479604838087222,21
"29",3,1,1945.80898876404,0.500343169821425,89
"30",3,2,1339.66279069767,0.506624285640671,86
"31",3,3,1549.00854700855,0.501838310687885,117
"32",3,4,1592.55855855856,0.52944351630713,111
"33",3,5,1640.63636363636,0.508780669310453,132
"34",3,6,1901.625,0.514081046325643,168
"35",3,7,891.967741935484,0.470523167689113,93
"36",3,8,606.243055555556,0.456382270143508,144
"37",3,9,716.289473684211,0.505182474673955,76
"38",3,10,766.458333333333,0.455400175473711,48
"39",4,1,944.030769230769,0.492314326850527,65
"40",4,2,1026.35,0.477061159404622,20
"41",4,3,789.714285714286,0.529670861396071,7
"42",4,4,889.230769230769,0.49451306888402,13
"43",4,5,1021.97727272727,0.48749297855526,44
"44",4,6,1096.36363636364,0.497172643972755,33
"45",4,7,1068.43333333333,0.502498035838071,30
"46",4,8,831.315789473684,0.486384287319795,38
"47",4,9,989.571428571429,0.486502505058947,21
"48",4,10,810.625,0.499501786098667,8
"49",4,11,1236.72222222222,0.488123478244096,18
"50",4,12,840.657142857143,0.473106551220528,35
"51",4,13,1002.41176470588,0.48068042408568,34
"52",4,14,805.75,0.515199480414837,36
"53",5,1,988.957446808511,0.489726492811273,47
"54",5,2,1027.14814814815,0.485533166773445,27
"55",5,3,919.62962962963,0.485358219431119,27
